<html> <head>  <title>AERONET Data Download (Version 3 Direct Sun)</title><h2>AERONET Data Download (Version 3 Direct Sun)</h2>
</head>
<body bgcolor= "#FFFFFF" 
><strong>AERONET Version 3<br>
</strong>Version 3: AOD Level 2.0<br>
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.<br>
Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br<br>
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)<br>
Sao_Paulo,31:01:2012,12:00:00,31,-999.,0.055333,0.073060,-999.,-999.,0.104290,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.172247,-999.,-999.,0.205864,-999.,-999.,0.250002,0.274497,1.989089,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.553745,1.364540,1.623296,1.561890,1.120778,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,01:02:2012,12:00:00,32,-999.,0.053824,0.069593,-999.,-999.,0.101959,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.167861,-999.,-999.,0.200282,-999.,-999.,0.244430,0.249120,2.633047,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.570365,1.381776,1.618412,1.586563,1.173079,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,31,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,02:02:2012,12:00:00,33,-999.,0.026357,0.030921,-999.,-999.,0.038319,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.061415,-999.,-999.,0.070252,-999.,-999.,0.087964,0.095988,2.782423,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.250689,1.283372,1.432056,1.251862,1.147825,-999.,0,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,40,40,40,0,0,0,0,0,0,0,40,40,40,40,40,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,03:02:2012,12:00:00,34,-999.,0.068936,0.084799,-999.,-999.,0.119450,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.197586,-999.,-999.,0.239859,-999.,-999.,0.301865,0.308068,2.471839,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.485811,1.498405,1.589606,1.469815,1.334376,-999.,0,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,44,41,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,04:02:2012,12:00:00,35,-999.,0.061870,0.076444,-999.,-999.,0.109267,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.182645,-999.,-999.,0.223391,-999.,-999.,0.285540,0.324317,2.174391,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.549838,1.588447,1.643876,1.535266,1.449501,-999.,0,57,57,0,0,57,0,0,0,0,0,0,0,0,57,0,0,57,0,0,57,55,57,0,0,0,0,0,0,0,57,57,57,57,57,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,05:02:2012,12:00:00,36,-999.,0.042768,0.053358,-999.,-999.,0.074420,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.120793,-999.,-999.,0.144591,-999.,-999.,0.185249,0.213934,1.764697,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.403237,1.529740,1.493870,1.396825,1.463413,-999.,0,51,51,0,0,51,0,0,0,0,0,0,0,0,51,0,0,51,0,0,51,51,51,0,0,0,0,0,0,0,51,51,51,51,51,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,06:02:2012,12:00:00,37,-999.,0.087201,0.103616,-999.,-999.,0.141273,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.222530,-999.,-999.,0.266962,-999.,-999.,0.332668,0.375126,2.077958,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.406237,1.478038,1.501386,1.386740,1.342977,-999.,0,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,30,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,07:02:2012,12:00:00,38,-999.,0.060544,0.073245,-999.,-999.,0.101994,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.168263,-999.,-999.,0.207208,-999.,-999.,0.262108,0.293339,1.999524,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.532512,1.595712,1.645648,1.500692,1.327251,-999.,0,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:02:2012,12:00:00,39,-999.,0.069003,0.085237,-999.,-999.,0.124872,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.211091,-999.,-999.,0.260029,-999.,-999.,0.328863,0.371602,2.783027,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.655882,1.609669,1.726234,1.646353,1.379348,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,09:02:2012,12:00:00,40,-999.,0.118727,0.139900,-999.,-999.,0.183111,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.290244,-999.,-999.,0.346797,-999.,-999.,0.430473,0.495822,3.307552,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.360979,1.432490,1.506472,1.329402,1.367582,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,10:02:2012,12:00:00,41,-999.,0.138735,0.176048,-999.,-999.,0.252839,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.397108,-999.,-999.,0.462282,-999.,-999.,0.550645,0.609850,3.725416,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.516575,1.296266,1.546070,1.541676,1.168418,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
</body></html>
